Trial,Location,Year,Date,Plot No,Date_of_Germination,Date_of_Anthesis ,Date_of_Silking ,Plant_Height ,Cob_Height ,No_of_Plants,No_of_Cobs,Field_weight,Grain_weight,Grain_wt_100,Moisture_NARC,Canopy_Temp
Peshawar 2018 Date 1,Peshawar,2018,Date1,156,43182,43258,43261,5.7,3.1,9,9,562,326,24,18,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,157,43184,43260,43263,5.1,3,10,10,578,289,21,19,30.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,158,43185,43264,43267,5.6,3.1,11,10,542,311,19,18,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,159,43185,43249,43252,4.7,2.3,14,13,375,203,20,19.2,31.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,180,43184,43256,43259,4.5,2.7,9,7,989,689,19,16.7,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH1,43182,43235,43238,5.7,3.1,13,10,612,465,24,21,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH2,43182,43241,43244,6.7,3.5,14,12,983,689,26,20,29.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH3,43183,43240,43243,5.4,2.7,13,11,512,378,24,18,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,181,43185,43244,43247,6.1,3.1,13,13,911,689,29,19,30.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,182,43183,43258,43257,5.6,3.1,13,11,642,523,27,19.3,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,183,43182,43256,43259,6.7,3.3,12,10,771,686,31,18.7,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,184,43185,43255,43258,4.5,2.2,11,10,542,398,25,15.9,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,185,43184,43245,43248,5.1,2.7,14,13,1232,1023,20,16.5,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,186,43185,43257,43260,6,3.3,14,14,954,723,21,18.3,30.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,187,43185,43248,43250,6,3.7,14,11,879,782,27,19.5,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,188,43183,43243,43246,6.2,3.2,12,12,475,356,22,18.6,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,189,43185,43240,43243,5.3,3,13,11,711,543,23,16.7,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,190,43182,43253,43256,5.5,3,9,9,342,303,24,18.3,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,191,43184,43245,43248,5.3,3.1,14,14,1023,879,25,19.2,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,192,43185,43243,43246,6.8,2.8,13,11,655,598,23,18.3,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,193,43182,43247,43250,5.8,2.8,12,12,1021,822,24,19.3,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,194,43182,43244,43247,5.4,3,13,11,742,636,23,18.9,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,195,43183,43258,43261,4.5,2.9,16,15,1145,989,20,17.8,29.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,196,43185,43262,43265,6.3,2.8,10,9,678,598,26,19.3,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,197,43184,43257,43260,5.9,2.9,15,12,1132,986,26,18.5,29.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,198,43182,43256,43259,5.9,2.7,12,15,889,623,24,18.3,29.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,199,43185,43260,43263,5.4,2.6,11,11,311,189,20,19.3,29.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,200,43182,43258,43261,4.9,2.3,13,13,278,198,18,17.6,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH1,43182,43241,43244,5.6,3.2,13,12,678,579,24,19.3,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH2,43185,43247,43250,6.8,3.2,14,13,1365,1145,25,20.3,30.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH3,43185,43241,43244,5.2,2.5,11,13,342,259,22,21,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,201,43182,43243,43246,5.3,2.4,14,13,789,398,19,20.3,30.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,202,43184,43251,43253,4.7,2.4,10,12,788,453,19,19.3,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,203,43182,43257,43260,5.2,2.7,13,11,611,499,23,18,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,204,43184,43255,43258,4,2.4,13,12,411,322,30,19.2,29.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,205,43184,43260,43263,4.6,2.2,12,11,311,156,20,18.7,30.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,206,43185,43257,43260,5.5,2.8,10,9,510,342,22,18.6,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,207,43182,43262,43265,4.8,3.2,13,12,451,323,20,18.5,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,208,43185,43251,43253,5.4,3.5,12,13,678,456,22,19.3,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,209,43183,43253,43256,5.9,3.5,14,13,928,789,23,17.6,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,210,43185,43255,43258,5.7,3.5,14,14,1240,1078,24,18.6,30.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,211,43185,43244,43247,4.9,2.8,14,13,432,239,22,19.2,28
Peshawar 2018 Date 1,Peshawar,2018,Date1,212,43184,43261,43264,5.4,3.1,13,13,251,189,20,16.5,29.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,213,43185,43245,43248,4.8,3,14,13,832,536,24,18.6,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,214,43184,43260,43263,5.2,3.5,14,14,1121,920,23,19.3,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,215,43182,43251,43253,6.1,2.7,13,13,1356,1198,31,17,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,216,43184,43262,43265,5.5,2.4,14,13,732,569,30,19.2,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,215,43182,43244,43247,5.1,2.1,12,10,923,723,30,18.6,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,218,43185,43260,43263,5.6,2,10,11,732,598,33,19,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,219,43185,43259,43262,5.9,2.8,11,10,421,369,15,18.6,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,220,43185,43255,43258,6,3.7,14,13,1321,1121,20,20.1,30.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH1,43185,43240,43243,5.6,2.9,13,13,921,759,24,19.3,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH2,43182,43241,43244,6.8,3.2,12,13,1021,912,26,18.3,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH3,43183,43249,43252,5.1,2.9,13,12,378,289,22,15.9,31.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,221,43185,43260,43263,5.5,3.5,10,15,801,569,20,18.9,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,222,43184,43261,43264,6,3.6,10,12,543,389,21,15.9,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,223,43182,43247,43250,6.1,3.4,12,12,863,623,23,20.1,31.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,224,43185,43245,43248,5.6,3.2,13,15,542,389,24,18.9,32
Peshawar 2018 Date 1,Peshawar,2018,Date1,225,43185,43234,43235,5.8,3.1,14,13,457,230,23,17.8,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,226,43185,43260,43263,6.7,3.8,14,13,523,429,21,17.3,32.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,227,43185,43269,43272,5.9,3.5,14,16,798,689,20,18.5,31.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,228,43182,43260,43263,5.1,2.5,12,13,923,769,22,16.8,32
Peshawar 2018 Date 1,Peshawar,2018,Date1,229,43182,43257,43260,5.8,3.1,13,12,522,402,15,18.5,30.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,230,43185,43241,43244,6.7,3.4,16,13,721,536,24,15.9,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,231,43184,43266,43271,6.6,3.5,14,15,532,345,25,18.6,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,232,43182,43262,43275,6.4,3.6,13,12,1021,897,27,18.7,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,233,43183,43253,43256,6.4,3.5,14,13,732,596,25,19.2,30.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,234,43185,43256,43259,6.4,3.5,15,14,971,689,30,19.7,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,235,43184,43260,43263,6.9,3.9,15,15,1121,888,26,16.5,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,236,43185,43254,43257,6.8,3.9,13,7,647,369,26,17.9,28.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,237,43185,43251,43254,6.9,3.5,14,12,274,123,24,18.9,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,238,43185,43244,43247,6.9,3.5,13,12,345,156,24,18.6,30.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,239,43184,43260,43263,6.9,3.4,12,12,412,265,23,17.8,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,240,43182,43254,43257,7.3,4,13,11,835,689,21,18.3,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH1,43185,43240,43243,6.2,2.9,13,12,898,756,25,19.5,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH2,43182,43243,43226,7.1,3.2,14,13,1121,1021,25,20.1,32
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH3,43185,43241,43244,4.9,2.4,13,12,498,369,22,19.2,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,241,43182,43251,43253,6.3,3.4,10,9,352,275,25,18.7,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,242,43183,43258,43261,6,3.5,11,9,323,213,24,19.3,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,243,43185,43247,43250,7.6,3.6,10,10,623,436,24,18.5,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,244,43185,43260,43263,7.1,3.8,13,12,642,503,23,18.5,31.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,245,43182,43241,43244,6.9,3.9,14,13,1398,1232,25,19.2,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,246,43185,43260,43263,6.4,3.8,13,13,421,303,22,18.2,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,247,43182,43243,43246,6.1,2.9,12,13,369,269,25,18.6,29.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,248,43183,43258,43261,6.7,3.8,10,8,97,36,24,18.3,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,249,43183,43244,43247,6.8,3.6,12,7,574,298,25,19.2,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,250,43184,43258,43261,6.3,3.4,13,12,742,598,23,19.2,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,251,43185,43240,43243,7.8,3.9,12,11,653,532,21,18.3,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,252,43185,43239,43242,6.7,3.8,10,10,198,103,20,19.3,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,253,43184,43260,43263,6.4,3.3,12,11,712,489,24,18.3,32.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,254,43182,43258,43261,6.8,3.6,13,11,1021,897,26,17.9,31.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,255,43183,43270,43273,6.5,3.7,10,10,578,342,23,19,32.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,256,43182,43234,43235,7.5,3.6,9,9,232,159,22,19.3,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,257,43185,43260,43263,6.8,3.1,11,10,453,369,23,18.3,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,258,43183,43262,43265,6.4,3.5,12,11,341,269,20,15.9,29.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,259,43185,43247,43223,7.4,3.8,13,11,1232,1121,21,18.9,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,260,43183,43257,43260,7.6,3.4,10,9,311,121,22,19.2,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH1,43183,43243,43246,6.2,3.2,13,12,1078,895,23,18.6,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH2,43184,43251,43253,6.4,3.3,12,13,1897,1548,25,17.9,29.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH3,43185,43244,43247,5.2,2.5,15,14,711,546,22,18.3,30.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,261,43183,43252,43255,6.8,3.7,14,13,373,210,24,19.5,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,262,43185,43256,43259,6.6,3.5,13,12,574,359,21,18.6,30.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,263,43185,43254,43257,6.2,4.1,13,11,670,546,22,18.3,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,264,43184,43233,43236,6.8,3.7,12,12,1239,1102,25,18.9,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,265,43182,43254,43257,6.6,3.2,15,12,512,359,20,19.2,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,266,43184,43256,43259,6.9,3.1,14,13,1123,975,23,18.2,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,267,43185,43260,43263,6.8,3.8,15,13,689,653,24,19.2,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,268,43183,43262,43265,6.4,3.4,10,10,342,289,20,19.3,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,269,43185,43248,43251,6,3.2,13,16,979,879,24,19.5,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,270,43182,43260,43263,7.3,3.9,10,10,789,589,24,19.7,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,271,43185,43266,43271,5.9,3.5,12,11,1183,1023,25,18,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,272,43182,43243,43246,6.8,3,11,10,412,302,19,18.5,29.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,273,43185,43239,43242,6.1,3.1,12,12,651,459,15,18.5,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,274,43182,43260,43263,6.2,3.5,10,10,813,613,15,18.9,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,275,43185,43244,43247,6.4,3.3,13,13,1232,1023,15,16.7,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,276,43185,43258,43261,5.6,3.1,12,12,870,589,18,18.9,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,277,43185,43247,43250,6.4,3.1,10,11,232,121,19,16.8,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,278,43183,39229,43250,6.9,3.3,11,10,879,653,21,17.6,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,279,43184,43240,43243,7.3,3.8,12,11,541,369,24,18.6,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,280,43182,43252,43255,7.1,3.9,11,12,1321,1089,28,16.5,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH1,43185,43235,43238,6,3,12,12,1023,869,22,18.6,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH2,43184,43243,43246,6.8,3.1,12,11,1231,1120,24,19.5,31.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH3,43185,43247,43250,4.9,2.2,10,10,475,342,21,18.6,31.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,281,43182,43241,43244,6.3,3.1,9,9,269,203,22,19.5,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,282,43185,43266,43271,7.7,3.5,10,9,711,579,21,18.5,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,283,43185,43246,43249,5.4,3.1,11,10,832,623,25,19.5,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,284,43184,43262,43265,6.3,3.1,13,11,1102,979,20,16.5,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peshawar 2018 Date 1,Peshawar,2018,Date1,286,43185,43254,43257,5.1,2.4,10,6,312,159,22,18.6,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,287,43185,43255,43258,5.9,2.5,11,11,689,489,24,19.5,31.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,288,43182,43249,43252,6.3,2.7,10,9,323,269,21,20.2,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,289,43183,43260,43259,6.3,2.8,11,10,301,258,20,18.9,31.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,290,43184,43245,43248,5.5,2.1,12,11,721,589,21,18.9,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,291,43182,43270,43273,5.8,3.2,11,10,572,459,20,21.2,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,292,43183,43244,43247,6.4,3.3,10,10,589,423,21,21.3,29.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,293,43185,43249,43252,5.9,3.5,9,9,623,559,25,18.2,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,294,43184,43256,43259,4.4,2.9,11,12,442,312,30,19.2,29.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,295,43185,43243,43246,6.3,3.5,9,9,872,623,15,18.2,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,296,43185,43255,43258,6.5,3.6,13,14,374,236,28,19.7,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,297,43185,43269,43272,6.9,3,13,8,423,359,20,21.2,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,298,43185,43260,43264,6.3,3.2,12,11,823,679,25,20.3,29.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,299,43183,43257,43260,5.5,3.1,11,9,723,513,23,19,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,300,43185,43252,43255,5.6,3.1,9,8,231,159,24,19.2,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH1,43184,43232,43235,5.7,3.3,13,11,759,389,23,18.3,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH2,43182,43244,43247,6.8,3.5,14,14,1023,898,27,18.7,30.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH3,43183,43241,43244,5.1,3,13,14,575,412,21,19.8,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,301,43184,43260,43263,4.9,2.2,12,11,254,189,20,15.9,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,302,43184,43244,43247,5.6,3.4,12,11,253,169,19,18.5,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,303,43185,43260,43263,5.3,2.8,13,11,432,389,22,19.5,32
Peshawar 2018 Date 1,Peshawar,2018,Date1,304,43184,43257,43260,5.5,2.9,13,10,489,356,22,18.3,32
Peshawar 2018 Date 1,Peshawar,2018,Date1,305,43182,43260,43263,6.4,2.8,12,12,678,559,20,17.4,32
Peshawar 2018 Date 1,Peshawar,2018,Date1,306,43185,43255,43258,5.6,2.4,10,12,789,359,25,19.8,32
Peshawar 2018 Date 1,Peshawar,2018,Date1,307,43185,43245,43248,5.6,3.1,10,11,532,423,24,18.9,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,308,43183,43260,43263,7.3,3.5,9,13,342,229,20,19.5,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,309,43185,43260,43263,5.9,3.1,12,9,245,159,24,18.7,31.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,310,43183,43243,43246,6.4,3.2,14,13,479,323,31,19.5,32
Peshawar 2018 Date 1,Peshawar,2018,Date1,311,43183,43262,43265,6.8,3.3,12,10,911,689,30,20.1,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,312,43182,43251,43253,5.4,3.1,13,11,289,209,29,18.3,30.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,313,43182,43245,43248,5.9,3.2,9,11,726,622,23,18.7,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,314,43184,43259,43262,6.5,2.9,11,12,322,256,23,18.3,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,315,43183,43260,43263,5.3,2.9,14,13,932,698,16,18.3,31.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,316,43185,43256,43259,6.5,2.5,13,10,623,539,19,18.6,32.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,315,43184,43243,43246,6.4,3.3,13,11,653,546,20,18.2,32
Peshawar 2018 Date 1,Peshawar,2018,Date1,318,43183,43259,43263,5.2,2.4,14,12,311,255,19,17.3,31.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,319,43185,43246,43249,5.7,2.4,10,9,210,193,20,20.1,32.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,320,43184,43260,43263,5.5,3.2,9,11,379,289,22,18.9,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH1,43185,43234,43235,6.4,2.6,13,11,1102,1023,25,19.5,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH2,43185,43241,43244,6.9,3.3,12,13,1345,1123,26,17.6,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH3,43185,43247,43250,4.8,2.4,10,11,745,612,21,18.9,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,321,43182,43260,43263,6.1,2.5,12,11,632,522,29,19.2,30.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,322,43183,43258,43261,4.6,2.5,11,11,759,636,25,18.7,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,323,43182,43243,43246,4.9,2.8,13,13,402,189,21,18.9,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,324,43183,43255,43258,5.1,2.8,8,9,276,203,27,16.5,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,325,43185,43257,43260,6.2,2.9,11,14,379,289,20,18.9,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,326,43183,43245,43248,6.3,3.1,13,11,423,352,19,18.7,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,327,43185,43242,43245,4.9,3.2,9,9,356,269,21,18.6,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,328,43185,43251,43253,5.7,3.4,11,12,1542,1239,27,19.5,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,329,43184,43245,43248,6.3,3.6,13,13,912,789,25,19.7,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,330,43185,43260,43263,5.5,3.7,14,13,679,513,24,18.9,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,331,43182,43243,43246,4.4,2.6,9,11,425,365,26,15.9,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,332,43184,43260,43263,5.8,2.8,11,12,373,302,16,18.5,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,333,43182,43243,43246,6.2,3,9,8,489,398,21,18.5,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,334,43185,43256,43259,6,3,11,11,635,469,20,18.6,30
Peshawar 2018 Date 1,Peshawar,2018,Date1,335,43185,43258,43261,5.4,3.2,12,12,721,622,24,17.8,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,336,43183,43256,43259,6.4,3.4,11,10,489,322,25,18.6,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,337,43182,43231,43234,5.4,3.3,10,9,155,103,15,18.5,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,338,43184,43239,43241,6,3.2,13,10,135,98,18,15.9,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,339,43182,43256,43259,6.8,2.6,13,12,989,789,25,18.5,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,340,43185,43256,43259,7.1,2.8,12,11,789,667,24,18.4,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH1,43185,43235,43240,5.7,3.4,13,10,659,549,23,15.9,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH2,43185,43241,43244,7,3.4,13,12,1325,1022,25,18.5,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH3,43184,43245,43248,4.9,2.6,13,12,723,598,22,19.5,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,341,43185,43260,43263,5.7,3.5,10,9,612,589,21,17.8,31.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,342,43183,43245,43248,6.4,3.3,10,10,379,223,23,18.5,32
Peshawar 2018 Date 1,Peshawar,2018,Date1,343,43182,43258,43261,6.5,3.3,13,11,589,349,27,18.4,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,344,43185,43242,43245,6.8,3.8,11,9,379,279,20,16.9,31.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,345,43185,43256,43259,6.9,3.8,12,10,1123,997,29,18.3,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,346,43185,43260,43263,5.4,3.4,10,9,1232,1123,25,18.4,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,347,43185,43244,43247,6.9,3.8,10,10,609,512,31,19,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,348,43185,43254,43257,5.5,3.8,9,10,1091,889,20,18.6,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,349,43182,43256,43259,6.1,3.3,11,9,322,278,27,18.9,31.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,350,43184,43246,43249,6.7,2.5,13,11,323,279,25,17.3,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,351,43185,43243,43246,6.4,2.8,14,13,422,355,26,18.5,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,352,43184,43258,43261,6.4,3.2,16,13,321,279,21,18.4,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,353,43184,43256,43259,4.4,3.3,12,11,923,723,27,18.9,30.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,354,43182,43246,43249,5.2,3.3,10,9,689,532,25,18.4,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,355,43185,43245,43248,5.6,2.9,12,10,333,269,27,19.2,31
Peshawar 2018 Date 1,Peshawar,2018,Date1,356,43182,43241,43244,5.3,3.2,9,9,456,239,22,18,30.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,357,43184,43254,43257,5.4,3.2,11,9,989,723,27,19,30.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,358,43182,43256,43259,5.6,2.9,12,11,893,689,26,18.2,32
Peshawar 2018 Date 1,Peshawar,2018,Date1,359,43184,43258,43261,5.3,3,11,10,1032,879,24,18.4,31.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,360,43185,43246,43249,7.9,4,15,14,1076,869,22,19.2,32
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH1,43182,43233,43236,5.7,3.2,14,13,1432,1275,25,18.5,32.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH2,43184,43244,43247,6.8,3.3,14,12,1698,1459,25,19.5,31.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,CH3,43185,43241,43244,4.9,2.6,14,12,723,569,20,16.9,31.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,361,43182,43258,43261,6.5,4.1,13,11,700,612,27,18.9,32
Peshawar 2018 Date 1,Peshawar,2018,Date1,362,43184,43260,43263,4.7,2.3,8,6,323,201,21,19.5,32.3
Peshawar 2018 Date 1,Peshawar,2018,Date1,363,43184,43260,43263,4,2.4,11,9,269,189,25,18.5,32.7
Peshawar 2018 Date 1,Peshawar,2018,Date1,364,43185,43256,43259,4.5,2,12,10,169,123,22,18.9,32.3
