Trial,Location,Year,Date,Plot No,Date_of_Germination,Date_of_Anthesis ,Date_of_Silking ,Plant_Height ,Cob_Height ,No_of_Plants,No_of_Cobs,Field_weight,Grain_weight,Grain_wt_100,Moisture_NARC,Canopy_Temp
NARC 2017 Date 1,NARC,2017,Date1,11,42809,42889,42893,5.1,2.5,7,7,150,135,18,18.9,30
NARC 2017 Date 1,NARC,2017,Date1,12,42809,42888,42891,5,2.5,12,10,309,215,18,20,30.7
NARC 2017 Date 1,NARC,2017,Date1,13,42812,42889,42892,4.8,2.6,9,9,247,150,21,18.7,31
NARC 2017 Date 1,NARC,2017,Date1,14,42812,42878,42881,5.1,2.8,9,10,613,452,24,20.3,30.3
NARC 2017 Date 1,NARC,2017,Date1,15,42809,42879,42882,4.9,2.9,13,12,291,189,25,18,29
NARC 2017 Date 1,NARC,2017,Date1,16,42809,42878,42882,5.8,2.9,14,12,900,662,18,18.7,30
NARC 2017 Date 1,NARC,2017,Date1,15,42812,42889,42893,6.4,3.6,7,8,313,320,22,18.9,31.3
NARC 2017 Date 1,NARC,2017,Date1,18,42809,42885,42888,6.8,3.7,13,16,1123,623,21,19.2,30
NARC 2017 Date 1,NARC,2017,Date1,19,42809,42885,42890,5.3,3.1,12,14,920,821,23,20,29.7
NARC 2017 Date 1,NARC,2017,Date1,20,42812,42884,42887,5.7,3.7,8,9,159,102,27,18.6,30.3
NARC 2017 Date 1,NARC,2017,Date1,CH1,42809,42877,42910,6.2,2.9,11,12,1230,723,24,18.7,30
NARC 2017 Date 1,NARC,2017,Date1,CH2,42812,42888,42891,6.7,3.3,13,13,960,750,25,18.5,30.3
NARC 2017 Date 1,NARC,2017,Date1,CH3,42810,42873,42876,5.1,2.4,12,11,190,102,26,19,29.3
NARC 2017 Date 1,NARC,2017,Date1,21,42809,42887,42890,8.3,4.7,13,20,1230,921,25,18.6,29
NARC 2017 Date 1,NARC,2017,Date1,22,42809,42878,42912,6,4,10,11,150,100,33,19,30.3
NARC 2017 Date 1,NARC,2017,Date1,23,42809,42876,42878,6.7,3.7,13,14,623,521,24,18.7,29
NARC 2017 Date 1,NARC,2017,Date1,24,42809,42889,42892,6.4,3.7,12,13,111,65,18,18.4,29.7
NARC 2017 Date 1,NARC,2017,Date1,25,42809,42882,42886,6.1,3.7,10,14,800,570,15,17,29.7
NARC 2017 Date 1,NARC,2017,Date1,26,42812,42887,42890,5.7,3.5,9,6,250,162,19,18.6,29.7
NARC 2017 Date 1,NARC,2017,Date1,27,42809,42884,42887,7.6,4.4,8,10,1026,957,22,15.9,29.7
NARC 2017 Date 1,NARC,2017,Date1,28,42810,42877,42881,5.7,2.9,9,10,540,320,27,18.6,29.3
NARC 2017 Date 1,NARC,2017,Date1,29,42809,42875,42878,5.4,2.9,8,12,457,357,19,18.5,30.3
NARC 2017 Date 1,NARC,2017,Date1,30,42809,42884,42888,7.2,3.6,10,6,126,102,18,20,30.7
NARC 2017 Date 1,NARC,2017,Date1,31,42812,42878,42883,7.2,3.9,12,14,1620,1350,25,18.9,30.7
NARC 2017 Date 1,NARC,2017,Date1,32,42809,42878,42883,5.7,3,10,12,975,630,22,18.6,31
NARC 2017 Date 1,NARC,2017,Date1,33,42809,42870,42876,4.9,2.8,10,13,700,467,24,17.2,29.3
NARC 2017 Date 1,NARC,2017,Date1,34,42810,42877,42882,5.8,2.6,14,14,812,516,18,18.5,30
NARC 2017 Date 1,NARC,2017,Date1,35,42809,42875,42878,5.1,2.5,12,16,321,200,15,17.3,30
NARC 2017 Date 1,NARC,2017,Date1,36,42809,42888,42891,5.3,2.7,9,14,219,375,19,19.2,30
NARC 2017 Date 1,NARC,2017,Date1,37,42809,42875,42878,5.4,3.5,7,13,630,423,24,18.6,29
NARC 2017 Date 1,NARC,2017,Date1,38,42809,42893,42895,5,2.4,8,6,136,110,25,20,31
NARC 2017 Date 1,NARC,2017,Date1,39,42809,42891,42893,4.8,2.6,7,6,194,115,18,18.6,29
NARC 2017 Date 1,NARC,2017,Date1,40,42810,42887,42889,4.1,1.7,7,14,128,97,21,16.2,29
NARC 2017 Date 1,NARC,2017,Date1,CH1,42812,42911,42913,6.3,3,12,15,923,812,25,18.6,29
NARC 2017 Date 1,NARC,2017,Date1,CH2,42809,42884,42886,6.7,3.3,14,12,1230,986,22,18.3,30.3
NARC 2017 Date 1,NARC,2017,Date1,CH3,42810,42873,42908,5,2.4,12,13,1321,973,21,18.5,29.7
NARC 2017 Date 1,NARC,2017,Date1,41,42809,42882,42886,5.9,2.8,13,12,512,380,23,17.3,30.7
NARC 2017 Date 1,NARC,2017,Date1,42,42812,42882,42886,4.4,1.6,10,12,150,96,19,18.3,30.3
NARC 2017 Date 1,NARC,2017,Date1,43,42809,42880,42883,5.2,2.7,9,9,265,189,18,18.5,29
NARC 2017 Date 1,NARC,2017,Date1,44,42809,42878,42881,4.6,2.5,10,9,197,150,14,19.2,29
NARC 2017 Date 1,NARC,2017,Date1,45,42809,42878,42880,5.2,2.4,7,10,530,198,19,18.6,30.3
NARC 2017 Date 1,NARC,2017,Date1,46,42809,42879,42882,2.8,1.2,13,12,652,348,21,18.2,29.7
NARC 2017 Date 1,NARC,2017,Date1,47,42809,42873,42878,5.1,2.9,9,12,580,423,23,18.6,28
NARC 2017 Date 1,NARC,2017,Date1,48,42812,42875,42879,4.6,2.1,10,6,197,123,22,16.4,28.7
NARC 2017 Date 1,NARC,2017,Date1,49,42810,42887,42890,4.5,2.7,12,6,475,230,23,18.5,31
NARC 2017 Date 1,NARC,2017,Date1,50,42809,42883,42886,4.6,2.2,12,11,513,395,24,20.1,31
NARC 2017 Date 1,NARC,2017,Date1,51,42809,42884,42888,4.8,2.8,9,13,625,500,18,20,30
NARC 2017 Date 1,NARC,2017,Date1,52,42812,42878,42882,4.5,2.7,8,6,197,156,19,18.6,30
NARC 2017 Date 1,NARC,2017,Date1,53,42810,42873,42875,4.6,2.2,8,5,189,150,20,20.1,31.3
NARC 2017 Date 1,NARC,2017,Date1,54,42809,42882,42885,5.4,3,10,12,478,384,25,20,30.7
NARC 2017 Date 1,NARC,2017,Date1,55,42809,42871,42873,5.3,2.6,7,6,357,257,26,18.3,28.3
NARC 2017 Date 1,NARC,2017,Date1,56,42812,42884,42888,5.4,2.5,8,7,421,382,24,18.6,29.3
NARC 2017 Date 1,NARC,2017,Date1,57,42810,42884,42888,4.5,2.2,7,6,98,68,21,19,30
NARC 2017 Date 1,NARC,2017,Date1,58,42812,42884,42888,5.5,2.9,9,7,189,125,19,18.3,30.7
NARC 2017 Date 1,NARC,2017,Date1,59,42809,42864,42866,5.5,2.7,12,12,458,195,18,15.9,28
NARC 2017 Date 1,NARC,2017,Date1,60,42809,42866,42868,5.8,2.9,12,18,500,352,21,18,30.7
NARC 2017 Date 1,NARC,2017,Date1,CH1,42809,42880,42883,6.2,3,13,15,925,800,22,18.8,29.7
NARC 2017 Date 1,NARC,2017,Date1,CH2,42809,42883,42887,6.6,3.3,11,12,1650,1420,27,19,30.7
NARC 2017 Date 1,NARC,2017,Date1,CH3,42809,42878,42882,5.1,2.3,13,12,1324,1126,21,19.3,29.3
NARC 2017 Date 1,NARC,2017,Date1,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NARC 2017 Date 1,NARC,2017,Date1,62,42809,42885,42888,6.7,4.6,13,10,324,245,23,15.9,30.3
NARC 2017 Date 1,NARC,2017,Date1,63,42809,42884,42887,5.9,3,13,13,600,458,19,18.6,29.3
NARC 2017 Date 1,NARC,2017,Date1,64,42809,42866,42869,5.5,2.6,12,14,565,450,15,18.7,31.3
NARC 2017 Date 1,NARC,2017,Date1,65,42812,42866,42869,5.9,3.1,12,13,350,243,21,20.3,32
NARC 2017 Date 1,NARC,2017,Date1,66,42809,42866,42869,5.5,3.5,13,18,975,678,15,20.6,31
NARC 2017 Date 1,NARC,2017,Date1,67,42809,42887,42889,6.6,3.8,11,13,1120,857,18,16.5,31
NARC 2017 Date 1,NARC,2017,Date1,68,42809,42887,42890,5.1,3,6,8,365,240,14,18.6,29.3
NARC 2017 Date 1,NARC,2017,Date1,69,42810,42888,42890,5.7,2.8,9,12,652,486,19,19.2,29.3
NARC 2017 Date 1,NARC,2017,Date1,70,42809,42889,42892,5.8,2.6,12,10,589,489,23,20.3,28
NARC 2017 Date 1,NARC,2017,Date1,71,42809,42890,42893,5.8,3,13,13,659,525,24,20.5,30.7
NARC 2017 Date 1,NARC,2017,Date1,72,42809,42887,42890,5.3,2.5,12,14,354,226,23,20.4,28
NARC 2017 Date 1,NARC,2017,Date1,73,42812,42889,42893,5.7,2.9,10,6,253,198,18,18.6,31
NARC 2017 Date 1,NARC,2017,Date1,74,42809,42889,42893,3.7,1.5,9,12,489,385,18,17,31.7
NARC 2017 Date 1,NARC,2017,Date1,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NARC 2017 Date 1,NARC,2017,Date1,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NARC 2017 Date 1,NARC,2017,Date1,77,42812,42890,42893,6.1,3.4,10,13,523,389,24,19.2,30.3
NARC 2017 Date 1,NARC,2017,Date1,78,42809,42889,42893,3.6,1.9,9,7,536,378,22,18.6,33.7
NARC 2017 Date 1,NARC,2017,Date1,79,42809,42878,42882,4.4,2,10,6,602,523,23,17.2,32
NARC 2017 Date 1,NARC,2017,Date1,80,42810,42887,42890,5.3,3.1,12,11,772,526,24,17.9,31
NARC 2017 Date 1,NARC,2017,Date1,CH1,42809,42878,42881,5.6,2.7,9,12,845,720,22,18.6,30.3
NARC 2017 Date 1,NARC,2017,Date1,CH2,42809,42875,42878,6.5,3.2,12,14,2345,1950,26,18.4,29.7
NARC 2017 Date 1,NARC,2017,Date1,CH3,42812,42877,42880,4.8,2.1,5,7,753,459,19,18.5,30
NARC 2017 Date 1,NARC,2017,Date1,81,42809,42877,42880,5.1,3.1,10,6,865,658,21,17.3,30
NARC 2017 Date 1,NARC,2017,Date1,82,42812,42896,42898,6,3.7,9,12,1156,926,22,18.5,30.3
NARC 2017 Date 1,NARC,2017,Date1,83,42809,42884,42886,5.6,3.2,11,11,479,302,19,19.5,29
NARC 2017 Date 1,NARC,2017,Date1,84,42809,42887,42890,4.9,2.7,5,9,322,200,20,16.4,29.7
NARC 2017 Date 1,NARC,2017,Date1,85,42809,42884,42886,5.3,2.6,10,11,650,489,21,18.9,29.3
NARC 2017 Date 1,NARC,2017,Date1,86,42812,42889,42893,5.4,2.9,6,9,158,102,22,19.2,30.3
NARC 2017 Date 1,NARC,2017,Date1,87,42809,42890,42893,4.3,1.7,7,10,159,123,18,18.9,30.3
NARC 2017 Date 1,NARC,2017,Date1,88,42809,42896,42898,3.8,1.8,6,8,542,328,15,19.3,30.3
NARC 2017 Date 1,NARC,2017,Date1,89,42809,42878,42881,6.9,3.9,11,16,1230,1023,18,16.9,29.7
NARC 2017 Date 1,NARC,2017,Date1,90,42809,42889,42893,3.8,1.9,6,6,245,200,19,19.2,29
NARC 2017 Date 1,NARC,2017,Date1,91,42809,42890,42893,3.9,1.9,10,9,325,286,15,16.6,28.7
NARC 2017 Date 1,NARC,2017,Date1,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NARC 2017 Date 1,NARC,2017,Date1,93,42810,42894,42897,5.6,2.7,9,11,483,354,18,18.6,31
NARC 2017 Date 1,NARC,2017,Date1,94,42809,42887,42890,5.5,2.5,11,10,680,523,19,18.9,29.3
NARC 2017 Date 1,NARC,2017,Date1,95,42809,42894,42896,4.3,1.4,12,10,458,328,26,20,29.7
NARC 2017 Date 1,NARC,2017,Date1,96,42809,42894,42896,3.7,1.8,10,9,580,356,22,20.3,28.7
NARC 2017 Date 1,NARC,2017,Date1,97,42812,42868,42870,3.4,1.6,9,10,459,423,22,21.4,30.3
NARC 2017 Date 1,NARC,2017,Date1,98,42810,42866,42870,5.4,3.1,10,13,356,215,23,19.6,30
NARC 2017 Date 1,NARC,2017,Date1,99,42809,42880,42882,5.2,2.3,6,9,386,284,15,18.5,31.3
NARC 2017 Date 1,NARC,2017,Date1,100,42809,42867,42869,4,1.7,9,10,150,80,19,20,30.7
NARC 2017 Date 1,NARC,2017,Date1,CH1,42809,42873,42875,5.5,2.7,12,15,1560,1420,23,18.3,31
NARC 2017 Date 1,NARC,2017,Date1,CH2,42809,42877,42880,6.4,3.1,10,9,450,65,27,19.5,30.3
NARC 2017 Date 1,NARC,2017,Date1,CH3,42812,42880,42883,4.7,2,10,19,320,564,22,16.7,29.3
NARC 2017 Date 1,NARC,2017,Date1,101,42810,42869,42871,5.7,3,10,15,356,256,21,17,30.7
NARC 2017 Date 1,NARC,2017,Date1,102,42809,42869,42873,5.4,2.5,11,4,302,256,22,17.3,30.3
NARC 2017 Date 1,NARC,2017,Date1,103,42809,42894,42896,5.3,2.9,10,12,780,559,26,20,29.7
NARC 2017 Date 1,NARC,2017,Date1,104,42812,42880,42882,4.6,2.5,14,20,1620,1325,27,17.6,29.7
NARC 2017 Date 1,NARC,2017,Date1,105,42809,42887,42889,4.3,2.2,4,2,189,165,20,20,29.7
NARC 2017 Date 1,NARC,2017,Date1,106,42812,42880,42883,5.3,1.7,6,3,89,42,19,18.6,30
NARC 2017 Date 1,NARC,2017,Date1,107,42809,42856,42868,4.2,1.7,6,6,305,150,18,19.2,28.3
NARC 2017 Date 1,NARC,2017,Date1,108,42809,42867,42870,5.7,3.5,9,12,756,623,15,18.6,30.3
NARC 2017 Date 1,NARC,2017,Date1,109,42812,42879,42882,5,2.8,15,19,1123,923,16,18.6,31
NARC 2017 Date 1,NARC,2017,Date1,110,42810,42866,42870,2.9,1.5,8,6,320,256,19,19,31
NARC 2017 Date 1,NARC,2017,Date1,111,42809,42866,42868,6.1,2.9,6,4,356,295,24,18.6,30.7
NARC 2017 Date 1,NARC,2017,Date1,112,42809,42865,42868,4.7,2.3,10,6,156,135,26,18.5,31.3
NARC 2017 Date 1,NARC,2017,Date1,113,42810,42873,42875,5.3,3.1,15,15,1230,1120,29,19.2,30.7
NARC 2017 Date 1,NARC,2017,Date1,114,42809,42879,42882,4.7,2.6,10,11,1560,1230,31,17.6,31
NARC 2017 Date 1,NARC,2017,Date1,115,42812,42875,42878,5.6,2.9,14,16,1456,1023,24,18.5,31.3
NARC 2017 Date 1,NARC,2017,Date1,116,42809,42878,42880,4.4,2.4,14,15,560,312,26,18.2,30.7
NARC 2017 Date 1,NARC,2017,Date1,115,42809,42873,42876,5.3,2.2,15,19,1920,1623,31,19.5,32
NARC 2017 Date 1,NARC,2017,Date1,118,42809,42877,42880,6.1,2.8,16,19,1230,926,20,18.8,30.7
NARC 2017 Date 1,NARC,2017,Date1,119,42810,42880,42882,5.5,3,14,18,1230,1023,26,20,31.7
NARC 2017 Date 1,NARC,2017,Date1,120,42809,42869,42870,5.6,2.6,11,16,823,689,27,21.3,31.7
NARC 2017 Date 1,NARC,2017,Date1,CH1,42809,42873,42875,6.3,3,15,14,960,895,26,22,30
NARC 2017 Date 1,NARC,2017,Date1,CH2,42809,42883,42886,6.5,3.2,12,21,1523,1256,25,19.6,31
NARC 2017 Date 1,NARC,2017,Date1,CH3,42809,42880,42882,4.8,2,9,12,198,56,23,18.7,30.7
NARC 2017 Date 1,NARC,2017,Date1,121,42809,42880,42882,5.5,2.8,14,15,865,623,18,19.7,29.7
NARC 2017 Date 1,NARC,2017,Date1,122,42810,42881,42883,5.2,2.7,16,14,286,113,18,18.7,30
NARC 2017 Date 1,NARC,2017,Date1,123,42812,42869,42871,5.8,3.6,15,14,756,628,23,20,30
NARC 2017 Date 1,NARC,2017,Date1,124,42809,42867,42869,4.7,2.8,15,21,723,523,24,19.6,30.7
NARC 2017 Date 1,NARC,2017,Date1,125,42810,42866,42868,3.7,1.6,11,15,845,723,21,18.5,29.3
NARC 2017 Date 1,NARC,2017,Date1,126,42809,42873,42876,4.3,1.9,14,7,326,280,16,19,31
NARC 2017 Date 1,NARC,2017,Date1,127,42809,42873,42876,4.9,2.9,12,7,486,325,21,18.6,31
NARC 2017 Date 1,NARC,2017,Date1,128,42809,42875,42877,4.4,2.5,10,7,378,123,15,19.6,30.7
NARC 2017 Date 1,NARC,2017,Date1,129,42809,42880,42883,5.4,2.8,14,10,358,210,13,15.9,30.3
NARC 2017 Date 1,NARC,2017,Date1,130,42809,42875,42877,4.7,2.3,14,10,630,512,15,18.6,30
NARC 2017 Date 1,NARC,2017,Date1,131,42812,42875,42877,7,3.8,13,20,782,523,12,20.1,30
NARC 2017 Date 1,NARC,2017,Date1,132,42809,42880,42882,4.9,2.2,11,16,350,256,13,19.7,29.3
NARC 2017 Date 1,NARC,2017,Date1,133,42810,42867,42870,5.3,3.1,14,16,1278,856,19,18.6,31.3
NARC 2017 Date 1,NARC,2017,Date1,134,42809,42879,42881,5.2,2.4,16,20,980,645,19,18.5,31.3
NARC 2017 Date 1,NARC,2017,Date1,135,42812,42877,42879,4.6,2.7,10,15,1578,890,25,18,31
NARC 2017 Date 1,NARC,2017,Date1,136,42810,42878,42880,3.9,1.9,9,6,326,127,23,17.9,31
NARC 2017 Date 1,NARC,2017,Date1,137,42809,42873,42875,5.4,2.8,10,4,523,412,15,18.6,30.7
NARC 2017 Date 1,NARC,2017,Date1,138,42812,42879,42882,6.5,3.7,10,9,1690,1029,27,18.5,31.7
NARC 2017 Date 1,NARC,2017,Date1,139,42810,42881,42883,5.3,2.6,7,9,523,490,19,18.4,30.7
NARC 2017 Date 1,NARC,2017,Date1,140,42809,42876,42878,6.6,4.1,11,7,523,325,19,18.6,29.7
NARC 2017 Date 1,NARC,2017,Date1,CH1,42809,42877,42880,6.2,3,13,13,658,78,26,16.6,29.3
NARC 2017 Date 1,NARC,2017,Date1,CH2,42810,42876,42878,6.6,3.2,11,4,480,320,29,16.8,30
NARC 2017 Date 1,NARC,2017,Date1,CH3,42812,42881,42883,5,2.4,9,7,365,250,23,18.2,29.7
NARC 2017 Date 1,NARC,2017,Date1,141,42810,42878,42880,5.9,3.3,11,7,730,128,24,17.1,31
NARC 2017 Date 1,NARC,2017,Date1,142,42809,42880,42882,7.1,3.9,13,20,1890,1475,21,18.2,30
NARC 2017 Date 1,NARC,2017,Date1,143,42812,42883,42885,6.8,3.5,15,30,1475,1314,26,18.4,29.7
NARC 2017 Date 1,NARC,2017,Date1,144,42809,42876,42878,6.5,3.6,10,15,775,660,24,16.6,31
NARC 2017 Date 1,NARC,2017,Date1,145,42809,42877,42879,6.3,3.8,11,20,1550,850,25,18.6,30.3
NARC 2017 Date 1,NARC,2017,Date1,146,42809,42876,42878,6.8,3.9,10,11,856,323,26,19.2,31.3
NARC 2017 Date 1,NARC,2017,Date1,147,42812,42877,42879,7.1,3.8,9,11,600,512,27,18.9,31.3
NARC 2017 Date 1,NARC,2017,Date1,148,42810,42877,42879,6.9,3.7,9,16,1020,589,29,19.5,30
NARC 2017 Date 1,NARC,2017,Date1,149,42809,42878,42880,7.6,4.2,11,9,912,800,19,16.7,30
NARC 2017 Date 1,NARC,2017,Date1,150,42812,42875,42877,6.9,3.8,15,19,1578,1025,18,18.5,30
NARC 2017 Date 1,NARC,2017,Date1,151,42809,42883,42886,6.1,3.2,7,6,720,356,25,19.2,31
NARC 2017 Date 1,NARC,2017,Date1,152,42809,42886,42888,7.1,3.6,14,18,1456,1230,23,18.6,30
NARC 2017 Date 1,NARC,2017,Date1,153,42809,42885,42887,8.6,5.3,5,10,720,535,21,19.3,30.7
NARC 2017 Date 1,NARC,2017,Date1,154,42812,42880,42883,7.4,4.3,15,19,2150,1525,23,18.2,30.7
NARC 2017 Date 1,NARC,2017,Date1,155,42809,42875,42878,7,3.9,11,15,1575,1235,15,16.8,31.7
NARC 2017 Date 1,NARC,2017,Date1,156,42809,42878,42881,6.6,3.1,15,15,1550,1420,18,19.2,30.3
NARC 2017 Date 1,NARC,2017,Date1,157,42809,42881,42884,6.6,3.5,11,21,890,580,25,18.2,30.3
NARC 2017 Date 1,NARC,2017,Date1,158,42809,42882,42885,6,3.2,13,21,921,820,19,19.3,31.3
NARC 2017 Date 1,NARC,2017,Date1,159,42812,42874,42878,4.6,2.5,11,23,845,620,18,17,31.3
NARC 2017 Date 1,NARC,2017,Date1,160,42809,42873,42877,4.8,2.7,9,16,750,500,15,17.3,29.7
NARC 2017 Date 1,NARC,2017,Date1,CH1,42810,42874,42877,5.9,2.8,11,11,928,812,25,19.2,32
NARC 2017 Date 1,NARC,2017,Date1,CH2,42812,42880,42883,6.7,3.1,13,9,756,550,27,19.3,32
NARC 2017 Date 1,NARC,2017,Date1,CH3,42809,42875,42877,4.7,2.2,9,15,1250,658,21,17.5,31.7
NARC 2017 Date 1,NARC,2017,Date1,161,42809,42875,42877,5.1,4.1,13,19,1356,780,27,18.6,31.7
NARC 2017 Date 1,NARC,2017,Date1,162,42809,42876,42878,6,2.8,11,6,825,625,18,17.6,31.3
NARC 2017 Date 1,NARC,2017,Date1,163,42809,42878,42882,7.4,3.4,7,14,825,625,21,20.1,31
NARC 2017 Date 1,NARC,2017,Date1,164,42809,42871,42875,4.6,2.4,11,5,215,165,15,19.2,31
NARC 2017 Date 1,NARC,2017,Date1,165,42809,42869,42875,5.3,3.1,10,13,512,158,22,18.4,31
NARC 2017 Date 1,NARC,2017,Date1,166,42812,42870,42870,5.7,2.9,11,10,750,620,27,18.6,31
NARC 2017 Date 1,NARC,2017,Date1,167,42810,42869,42870,5.8,3.4,9,15,825,758,26,16.9,30.7
NARC 2017 Date 1,NARC,2017,Date1,168,42809,42869,42870,5.7,3.4,10,13,325,251,21,18.3,29.7
NARC 2017 Date 1,NARC,2017,Date1,169,42809,42869,42870,4.8,2.7,10,13,1120,550,25,18.4,31.3
NARC 2017 Date 1,NARC,2017,Date1,150,42809,42868,42870,5.2,3.4,14,15,1450,1320,24,18.6,31.7
NARC 2017 Date 1,NARC,2017,Date1,151,42812,42867,42870,4.7,2.7,13,16,1123,654,23,19.3,32
NARC 2017 Date 1,NARC,2017,Date1,152,42810,42868,42870,4.5,2.8,7,19,1523,756,27,17.9,29.7
NARC 2017 Date 1,NARC,2017,Date1,153,42809,42869,42870,5.1,2.9,10,13,1150,1056,23,18.9,30.3
NARC 2017 Date 1,NARC,2017,Date1,154,42812,42871,42875,5.9,3.1,13,7,850,625,21,18.7,30
NARC 2017 Date 1,NARC,2017,Date1,155,42810,42875,42877,5.9,3.6,11,25,1650,875,21,18.9,30.3
NARC 2017 Date 1,NARC,2017,Date1,156,42810,42880,42883,4.5,2.6,9,13,500,326,23,20.3,30.7
NARC 2017 Date 1,NARC,2017,Date1,157,42809,42869,42870,5.4,3.1,10,14,751,623,19,15.9,30.7
NARC 2017 Date 1,NARC,2017,Date1,158,42809,42868,42870,5.6,3,7,13,420,312,15,19.2,31
NARC 2017 Date 1,NARC,2017,Date1,159,42809,42873,42877,4.2,2,8,6,250,127,18,19.1,32
NARC 2017 Date 1,NARC,2017,Date1,180,42812,42880,42883,5.5,2.6,6,2,330,329,19,20,29.7
NARC 2017 Date 1,NARC,2017,Date1,CH1,42810,42875,42877,6.3,3.3,12,7,656,325,23,19.3,30
NARC 2017 Date 1,NARC,2017,Date1,CH2,42809,42880,42883,6.6,3.2,16,8,823,411,28,17.8,30.7
NARC 2017 Date 1,NARC,2017,Date1,CH3,42809,42867,42870,5.1,2.4,13,5,79,56,23,16.9,29.3
NARC 2017 Date 1,NARC,2017,Date1,181,42809,42880,42883,5.9,2.9,9,15,715,423,27,17.3,32.3
NARC 2017 Date 1,NARC,2017,Date1,182,42812,42866,42869,5.8,2.5,5,10,723,523,28,18.6,29.3
NARC 2017 Date 1,NARC,2017,Date1,183,42810,42868,42870,6,3,8,4,156,57,29,18.6,31.7
NARC 2017 Date 1,NARC,2017,Date1,184,42809,42866,42869,4.9,1.8,15,10,125,78,23,19.2,31
NARC 2017 Date 1,NARC,2017,Date1,185,42809,42869,42870,5.2,2.9,14,16,1475,860,15,17.3,31
NARC 2017 Date 1,NARC,2017,Date1,186,42812,42869,42870,7,3.6,13,11,857,520,23,19.2,31
NARC 2017 Date 1,NARC,2017,Date1,187,42810,42866,42869,6.9,3.3,13,7,675,400,27,18.3,30.7
NARC 2017 Date 1,NARC,2017,Date1,188,42810,42867,42870,5.5,2.7,8,7,180,65,19,19.3,31.3
NARC 2017 Date 1,NARC,2017,Date1,189,42809,42868,42870,5.7,2.8,9,13,523,403,21,20.4,30.7
NARC 2017 Date 1,NARC,2017,Date1,190,42809,42869,42870,5.3,3.2,6,8,320,223,27,19.3,30
NARC 2017 Date 1,NARC,2017,Date1,191,42812,42867,42869,5.7,3.1,15,15,1150,930,23,16.6,31
NARC 2017 Date 1,NARC,2017,Date1,192,42810,42867,42870,5.5,2.4,9,5,220,126,23,19.2,31.3
NARC 2017 Date 1,NARC,2017,Date1,193,42809,42866,42869,5,2.2,9,14,1120,723,21,19.3,31.7
NARC 2017 Date 1,NARC,2017,Date1,194,42810,42871,42874,5.8,2.8,7,7,523,124,24,18.2,31.3
NARC 2017 Date 1,NARC,2017,Date1,195,42810,42871,42875,4.5,2.7,9,12,950,812,18,19.3,31.3
NARC 2017 Date 1,NARC,2017,Date1,196,42809,42873,42877,5.4,2.5,7,5,623,512,26,18.7,30.3
NARC 2017 Date 1,NARC,2017,Date1,197,42812,42867,42870,5.7,2.8,5,14,865,620,23,19.3,31.3
NARC 2017 Date 1,NARC,2017,Date1,198,42809,42868,42870,5.9,3.1,9,4,680,102,26,18.6,31.3
NARC 2017 Date 1,NARC,2017,Date1,199,42809,42866,42869,5,2.1,8,5,110,60,18,20.1,31.7
NARC 2017 Date 1,NARC,2017,Date1,200,42810,42869,42870,4.3,2.5,10,7,112,95,18,19.3,30.3
NARC 2017 Date 1,NARC,2017,Date1,CH1,42812,42870,42873,6,3.4,13,9,715,650,25,20.4,30.3
NARC 2017 Date 1,NARC,2017,Date1,CH2,42810,42881,42883,6.3,3.2,15,11,912,711,28,19.3,31
NARC 2017 Date 1,NARC,2017,Date1,CH3,42809,42873,42877,4.4,1.8,13,5,98,52,23,16.7,30.7
NARC 2017 Date 1,NARC,2017,Date1,201,42812,42866,42869,4.9,2.1,11,15,860,423,16,18.2,31
NARC 2017 Date 1,NARC,2017,Date1,202,42810,42869,42870,5.4,2.4,11,13,890,623,18,19.3,30.7
NARC 2017 Date 1,NARC,2017,Date1,203,42810,42868,42870,5.3,2.7,7,9,421,218,26,17.3,29
NARC 2017 Date 1,NARC,2017,Date1,204,42809,42866,42869,5.6,2.3,9,5,230,65,27,18.2,29.7
NARC 2017 Date 1,NARC,2017,Date1,205,42812,42873,42877,4.5,1.8,7,9,186,69,18,19.3,31
NARC 2017 Date 1,NARC,2017,Date1,206,42809,42867,42870,5.2,3,7,11,320,221,19,18.2,30.3
NARC 2017 Date 1,NARC,2017,Date1,207,42810,42871,42874,6.2,2.9,9,5,444,233,15,18.6,31
NARC 2017 Date 1,NARC,2017,Date1,208,42809,42867,42870,6.6,3.6,7,7,650,555,18,18.3,31.3
NARC 2017 Date 1,NARC,2017,Date1,209,42809,42873,42877,6,3.4,9,13,912,722,23,18.7,31
NARC 2017 Date 1,NARC,2017,Date1,210,42812,42865,42868,6.4,3.8,13,16,1200,900,25,18.6,29.7
NARC 2017 Date 1,NARC,2017,Date1,211,42809,42871,42874,4.9,2.6,5,2,198,78,19,18.5,30
NARC 2017 Date 1,NARC,2017,Date1,212,42812,42867,42869,6,3.2,7,5,169,123,21,18.3,31.3
NARC 2017 Date 1,NARC,2017,Date1,213,42809,42866,42869,5.8,3.3,11,12,623,455,24,19.2,30.3
NARC 2017 Date 1,NARC,2017,Date1,214,42809,42865,42868,5.7,3.4,9,15,1266,860,25,18.5,31
